job_id,inferred,type,industry_id,skill_abr
3691799471,1,Medical insurance,25,OTHR
3691799471,1,Medical insurance,25,RSCH
3691799471,1,Medical insurance,18,OTHR
3691799471,1,Medical insurance,18,RSCH
3691799471,1,Disability insurance,25,OTHR
3691799471,1,Disability insurance,25,RSCH
3691799471,1,Disability insurance,18,OTHR
3691799471,1,Disability insurance,18,RSCH
3691799472,0,Medical insurance,68,OTHR
3691799472,0,Vision insurance,68,OTHR
3691799472,0,Dental insurance,68,OTHR
3691799472,0,401(k),68,OTHR
3691799472,0,Paid maternity leave,68,OTHR
3691799472,0,Paid paternity leave,68,OTHR
3691799472,0,Tuition assistance,68,OTHR
3691799472,0,Disability insurance,68,OTHR
3692300220,0,Medical insurance,57,MGMT
3692300220,0,Medical insurance,57,MNFC
3692300220,0,Vision insurance,57,MGMT
3692300220,0,Vision insurance,57,MNFC
3692300220,0,Dental insurance,57,MGMT
3692300220,0,Dental insurance,57,MNFC
3692300220,0,401(k),57,MGMT
3692300220,0,401(k),57,MNFC
3692300372,1,401(k),43,STRA
3692300372,1,401(k),43,MGMT
3692300372,1,401(k),44,STRA
3692300372,1,401(k),44,MGMT
3692300372,1,Vision insurance,43,STRA
3692300372,1,Vision insurance,43,MGMT
3692300372,1,Vision insurance,44,STRA
3692300372,1,Vision insurance,44,MGMT
3692300409,0,Medical insurance,116,MRKT
3692300409,0,Medical insurance,100,MRKT
3692300409,0,Vision insurance,116,MRKT
3692300409,0,Vision insurance,100,MRKT
3692300409,0,Dental insurance,116,MRKT
3692300409,0,Dental insurance,100,MRKT
3692300409,0,401(k),116,MRKT
3692300409,0,401(k),100,MRKT
3692300409,0,Paid maternity leave,116,MRKT
3692300409,0,Paid maternity leave,100,MRKT
3692300409,0,Paid paternity leave,116,MRKT
3692300409,0,Paid paternity leave,100,MRKT
3692300409,0,Tuition assistance,116,MRKT
3692300409,0,Tuition assistance,100,MRKT
3692300409,0,Disability insurance,116,MRKT
3692300409,0,Disability insurance,100,MRKT
3692301165,1,Pension plan,27,MGMT
3692301165,1,Pension plan,27,MNFC
3692301169,0,Medical insurance,44,LGL
3692301169,0,Medical insurance,44,ADM
3692301169,0,Medical insurance,10,LGL
3692301169,0,Medical insurance,10,ADM
3692301169,0,Vision insurance,44,LGL
3692301169,0,Vision insurance,44,ADM
3692301169,0,Vision insurance,10,LGL
3692301169,0,Vision insurance,10,ADM
3692301169,0,Dental insurance,44,LGL
3692301169,0,Dental insurance,44,ADM
3692301169,0,Dental insurance,10,LGL
3692301169,0,Dental insurance,10,ADM
3692303024,0,Medical insurance,14,HCPR
3692303024,0,Vision insurance,14,HCPR
3692303024,0,Dental insurance,14,HCPR
3692303024,0,401(k),14,HCPR
3696355954,0,Medical insurance,104,ACCT
3696355954,0,Medical insurance,104,FIN
3696355954,0,Vision insurance,104,ACCT
3696355954,0,Vision insurance,104,FIN
3696355954,0,Dental insurance,104,ACCT
3696355954,0,Dental insurance,104,FIN
3696355954,0,401(k),104,ACCT
3696355954,0,401(k),104,FIN
3696362362,1,Disability insurance,34,ENG
3696362362,1,Disability insurance,34,IT
3696362362,1,401(k),34,ENG
3696362362,1,401(k),34,IT
3696368461,1,401(k),141,PRJM
3696368461,1,401(k),141,SALE
3696368461,1,401(k),141,CUST
3696369309,1,401(k),141,QA
3696369309,1,401(k),141,PROD
3696369309,1,401(k),141,OTHR
3696371262,1,401(k),141,PROD
3696371262,1,401(k),141,OTHR
3696371262,1,401(k),141,MNFC
3696372105,1,401(k),141,PRJM
3696372105,1,401(k),141,SALE
3696372105,1,401(k),141,CUST
3696373506,1,Medical insurance,44,ACCT
3696373506,1,Medical insurance,44,FIN
3696373506,1,401(k),44,ACCT
3696373506,1,401(k),44,FIN
3696375254,0,Medical insurance,139,HCPR
3696375254,0,Vision insurance,139,HCPR
3696375254,0,Dental insurance,139,HCPR
3696375254,0,Disability insurance,139,HCPR
3696388859,1,Medical insurance,14,OTHR
3696388859,1,Medical insurance,124,OTHR
3696388859,1,Medical insurance,42,OTHR
3696388859,1,401(k),14,OTHR
3696388859,1,401(k),124,OTHR
3696388859,1,401(k),42,OTHR
3696388859,1,Disability insurance,14,OTHR
3696388859,1,Disability insurance,124,OTHR
3696388859,1,Disability insurance,42,OTHR
3696394454,1,401(k),1,ENG
3696394454,1,401(k),112,ENG
3696394454,1,Disability insurance,1,ENG
3696394454,1,Disability insurance,112,ENG
3696396357,0,Medical insurance,43,ACCT
3696396357,0,Medical insurance,43,FIN
3696396357,0,Vision insurance,43,ACCT
3696396357,0,Vision insurance,43,FIN
3696396357,0,Dental insurance,43,ACCT
3696396357,0,Dental insurance,43,FIN
3696396357,0,401(k),43,ACCT
3696396357,0,401(k),43,FIN
3696396361,1,401(k),1,ENG
3696396361,1,401(k),112,ENG
3696396361,1,Disability insurance,1,ENG
3696396361,1,Disability insurance,112,ENG
3699944307,0,Medical insurance,86,MGMT
3699944307,0,Medical insurance,86,MNFC
3699944307,0,Dental insurance,86,MGMT
3699944307,0,Dental insurance,86,MNFC
3699944307,0,401(k),86,MGMT
3699944307,0,401(k),86,MNFC
3699944307,0,Disability insurance,86,MGMT
3699944307,0,Disability insurance,86,MNFC
3699953637,0,Medical insurance,14,HCPR
3699953637,0,Vision insurance,14,HCPR
3699953637,0,Dental insurance,14,HCPR
3699953637,0,401(k),14,HCPR
3699953637,0,Pension plan,14,HCPR
3699953637,1,Disability insurance,14,HCPR
3700106733,0,Medical insurance,25,MGMT
3700106733,0,Medical insurance,25,MNFC
3700106733,0,Vision insurance,25,MGMT
3700106733,0,Vision insurance,25,MNFC
3700106733,0,Dental insurance,25,MGMT
3700106733,0,Dental insurance,25,MNFC
3700106733,0,401(k),25,MGMT
3700106733,0,401(k),25,MNFC
3700111693,0,Medical insurance,47,ACCT
3700111693,0,Medical insurance,47,FIN
3700111693,0,Vision insurance,47,ACCT
3700111693,0,Vision insurance,47,FIN
3700111693,0,Dental insurance,47,ACCT
3700111693,0,Dental insurance,47,FIN
3700111693,0,401(k),47,ACCT
3700111693,0,401(k),47,FIN
3700111693,0,Paid paternity leave,47,ACCT
3700111693,0,Paid paternity leave,47,FIN
3700111693,0,Paid maternity leave,47,ACCT
3700111693,0,Paid maternity leave,47,FIN
3700124761,0,Medical insurance,104,DSGN
3700124761,0,Medical insurance,104,ART
3700124761,0,Medical insurance,104,IT
3700124761,0,401(k),104,DSGN
3700124761,0,401(k),104,ART
3700124761,0,401(k),104,IT
3700124761,0,Dental insurance,104,DSGN
3700124761,0,Dental insurance,104,ART
3700124761,0,Dental insurance,104,IT
3700124761,0,Vision insurance,104,DSGN
3700124761,0,Vision insurance,104,ART
3700124761,0,Vision insurance,104,IT
3700124761,0,Disability insurance,104,DSGN
3700124761,0,Disability insurance,104,ART
3700124761,0,Disability insurance,104,IT
3700138521,0,Medical insurance,55,SALE
3700138521,0,Medical insurance,55,BD
3700154162,1,401(k),14,BD
3700154162,1,401(k),14,PR
3700154162,1,401(k),14,MRKT
3700154162,1,401(k),97,BD
3700154162,1,401(k),97,PR
3700154162,1,401(k),97,MRKT
3700154162,1,401(k),113,BD
3700154162,1,401(k),113,PR
3700154162,1,401(k),113,MRKT
3700154162,1,Disability insurance,14,BD
3700154162,1,Disability insurance,14,PR
3700154162,1,Disability insurance,14,MRKT
3700154162,1,Disability insurance,97,BD
3700154162,1,Disability insurance,97,PR
3700154162,1,Disability insurance,97,MRKT
3700154162,1,Disability insurance,113,BD
3700154162,1,Disability insurance,113,PR
3700154162,1,Disability insurance,113,MRKT
3690664476,0,Medical insurance,44,OTHR
3690664476,0,Vision insurance,44,OTHR
3690664476,0,Dental insurance,44,OTHR
3690664476,0,401(k),44,OTHR
3690664476,0,Disability insurance,44,OTHR
3690665137,0,Medical insurance,44,ACCT
3690665137,0,Medical insurance,44,FIN
3690665137,0,Vision insurance,44,ACCT
3690665137,0,Vision insurance,44,FIN
3690665137,0,Dental insurance,44,ACCT
3690665137,0,Dental insurance,44,FIN
3690804650,0,Medical insurance,15,MNFC
3690804650,0,Medical insurance,15,ENG
3690804650,0,Medical insurance,15,PRJM
3690804650,0,Vision insurance,15,MNFC
3690804650,0,Vision insurance,15,ENG
3690804650,0,Vision insurance,15,PRJM
3690804650,0,Dental insurance,15,MNFC
3690804650,0,Dental insurance,15,ENG
3690804650,0,Dental insurance,15,PRJM
3690804650,0,401(k),15,MNFC
3690804650,0,401(k),15,ENG
3690804650,0,401(k),15,PRJM
3690804650,0,Paid maternity leave,15,MNFC
3690804650,0,Paid maternity leave,15,ENG
3690804650,0,Paid maternity leave,15,PRJM
3690804650,0,Paid paternity leave,15,MNFC
3690804650,0,Paid paternity leave,15,ENG
3690804650,0,Paid paternity leave,15,PRJM
3690804650,0,Tuition assistance,15,MNFC
3690804650,0,Tuition assistance,15,ENG
3690804650,0,Tuition assistance,15,PRJM
3690804650,0,Disability insurance,15,MNFC
3690804650,0,Disability insurance,15,ENG
3690804650,0,Disability insurance,15,PRJM
3690821627,0,Medical insurance,128,FIN
3690821627,0,Medical insurance,128,SALE
3690821627,0,Medical insurance,46,FIN
3690821627,0,Medical insurance,46,SALE
3690821627,0,Vision insurance,128,FIN
3690821627,0,Vision insurance,128,SALE
3690821627,0,Vision insurance,46,FIN
3690821627,0,Vision insurance,46,SALE
3690821627,0,Dental insurance,128,FIN
3690821627,0,Dental insurance,128,SALE
3690821627,0,Dental insurance,46,FIN
3690821627,0,Dental insurance,46,SALE
3690821627,0,401(k),128,FIN
3690821627,0,401(k),128,SALE
3690821627,0,401(k),46,FIN
3690821627,0,401(k),46,SALE
3690821627,0,Paid maternity leave,128,FIN
3690821627,0,Paid maternity leave,128,SALE
3690821627,0,Paid maternity leave,46,FIN
3690821627,0,Paid maternity leave,46,SALE
3690821627,0,Paid paternity leave,128,FIN
3690821627,0,Paid paternity leave,128,SALE
3690821627,0,Paid paternity leave,46,FIN
3690821627,0,Paid paternity leave,46,SALE
3690821627,0,Tuition assistance,128,FIN
3690821627,0,Tuition assistance,128,SALE
3690821627,0,Tuition assistance,46,FIN
3690821627,0,Tuition assistance,46,SALE
3690821627,0,Disability insurance,128,FIN
3690821627,0,Disability insurance,128,SALE
3690821627,0,Disability insurance,46,FIN
3690821627,0,Disability insurance,46,SALE
3690821627,0,Commuter benefits,128,FIN
3690821627,0,Commuter benefits,128,SALE
3690821627,0,Commuter benefits,46,FIN
3690821627,0,Commuter benefits,46,SALE
3690828940,0,401(k),15,MRKT
3690828940,0,401(k),15,PRDM
3690828940,0,Paid paternity leave,15,MRKT
3690828940,0,Paid paternity leave,15,PRDM
3690828940,0,Dental insurance,15,MRKT
3690828940,0,Dental insurance,15,PRDM
3690828940,0,Vision insurance,15,MRKT
3690828940,0,Vision insurance,15,PRDM
3690828940,0,Medical insurance,15,MRKT
3690828940,0,Medical insurance,15,PRDM
3690828940,0,Student loan assistance,15,MRKT
3690828940,0,Student loan assistance,15,PRDM
3690828940,0,Paid maternity leave,15,MRKT
3690828940,0,Paid maternity leave,15,PRDM
3690828940,1,Tuition assistance,15,MRKT
3690828940,1,Tuition assistance,15,PRDM
3690832043,0,Medical insurance,117,HR
3690832043,0,Medical insurance,117,CUST
3690832043,0,Medical insurance,117,GENB
3690832043,0,Vision insurance,117,HR
3690832043,0,Vision insurance,117,CUST
3690832043,0,Vision insurance,117,GENB
3690832043,0,Dental insurance,117,HR
3690832043,0,Dental insurance,117,CUST
3690832043,0,Dental insurance,117,GENB
3690832043,0,401(k),117,HR
3690832043,0,401(k),117,CUST
3690832043,0,401(k),117,GENB
3690832043,0,Paid paternity leave,117,HR
3690832043,0,Paid paternity leave,117,CUST
3690832043,0,Paid paternity leave,117,GENB
3690832043,0,Paid maternity leave,117,HR
3690832043,0,Paid maternity leave,117,CUST
3690832043,0,Paid maternity leave,117,GENB
3690832043,0,Child care support,117,HR
3690832043,0,Child care support,117,CUST
3690832043,0,Child care support,117,GENB
3690832043,0,Disability insurance,117,HR
3690832043,0,Disability insurance,117,CUST
3690832043,0,Disability insurance,117,GENB
3690834347,0,Medical insurance,49,HR
3690834347,0,Vision insurance,49,HR
3690834347,0,Dental insurance,49,HR
3690834347,0,401(k),49,HR
3690834347,0,Paid maternity leave,49,HR
3690834347,0,Paid paternity leave,49,HR
3690834347,0,Disability insurance,49,HR
3690835135,0,Medical insurance,43,SALE
3690835135,0,Medical insurance,43,FIN
3690835135,0,Medical insurance,43,PRJM
3690835135,0,Medical insurance,11,SALE
3690835135,0,Medical insurance,11,FIN
3690835135,0,Medical insurance,11,PRJM
3690835135,0,Medical insurance,6,SALE
3690835135,0,Medical insurance,6,FIN
3690835135,0,Medical insurance,6,PRJM
3690835135,0,Vision insurance,43,SALE
3690835135,0,Vision insurance,43,FIN
3690835135,0,Vision insurance,43,PRJM
3690835135,0,Vision insurance,11,SALE
3690835135,0,Vision insurance,11,FIN
3690835135,0,Vision insurance,11,PRJM
3690835135,0,Vision insurance,6,SALE
3690835135,0,Vision insurance,6,FIN
3690835135,0,Vision insurance,6,PRJM
3690835135,0,Dental insurance,43,SALE
3690835135,0,Dental insurance,43,FIN
3690835135,0,Dental insurance,43,PRJM
3690835135,0,Dental insurance,11,SALE
3690835135,0,Dental insurance,11,FIN
3690835135,0,Dental insurance,11,PRJM
3690835135,0,Dental insurance,6,SALE
3690835135,0,Dental insurance,6,FIN
3690835135,0,Dental insurance,6,PRJM
3690835135,0,401(k),43,SALE
3690835135,0,401(k),43,FIN
3690835135,0,401(k),43,PRJM
3690835135,0,401(k),11,SALE
3690835135,0,401(k),11,FIN
3690835135,0,401(k),11,PRJM
3690835135,0,401(k),6,SALE
3690835135,0,401(k),6,FIN
3690835135,0,401(k),6,PRJM
3690841533,0,Medical insurance,34,FIN
3690841533,0,Medical insurance,34,ACCT
3690841533,0,Vision insurance,34,FIN
3690841533,0,Vision insurance,34,ACCT
3690841533,0,Dental insurance,34,FIN
3690841533,0,Dental insurance,34,ACCT
3690841533,0,401(k),34,FIN
3690841533,0,401(k),34,ACCT
3690841533,0,Tuition assistance,34,FIN
3690841533,0,Tuition assistance,34,ACCT
3690841599,0,Medical insurance,112,MGMT
3690841599,0,Medical insurance,112,MNFC
3690841599,0,Vision insurance,112,MGMT
3690841599,0,Vision insurance,112,MNFC
3690841599,0,Dental insurance,112,MGMT
3690841599,0,Dental insurance,112,MNFC
3690841599,0,401(k),112,MGMT
3690841599,0,401(k),112,MNFC
3690844311,0,Medical insurance,42,ACCT
3690844311,0,Medical insurance,42,FIN
3690844311,0,Vision insurance,42,ACCT
3690844311,0,Vision insurance,42,FIN
3690844311,0,Dental insurance,42,ACCT
3690844311,0,Dental insurance,42,FIN
3690844311,0,401(k),42,ACCT
3690844311,0,401(k),42,FIN
3690844895,0,Medical insurance,11,LGL
3690844895,0,Vision insurance,11,LGL
3690844895,0,Dental insurance,11,LGL
3690844895,0,401(k),11,LGL
3690844895,0,Tuition assistance,11,LGL
3690844895,0,Disability insurance,11,LGL
3690847441,0,Medical insurance,96,BD
3690847441,0,Medical insurance,96,SALE
3690847441,0,Vision insurance,96,BD
3690847441,0,Vision insurance,96,SALE
3690847441,0,Dental insurance,96,BD
3690847441,0,Dental insurance,96,SALE
3690847441,0,401(k),96,BD
3690847441,0,401(k),96,SALE
3690847441,0,Tuition assistance,96,BD
3690847441,0,Tuition assistance,96,SALE
3690847441,0,Disability insurance,96,BD
3690847441,0,Disability insurance,96,SALE
3690853209,0,Medical insurance,133,MGMT
3690853209,0,Medical insurance,133,MNFC
3690853209,0,Vision insurance,133,MGMT
3690853209,0,Vision insurance,133,MNFC
3690853209,0,Dental insurance,133,MGMT
3690853209,0,Dental insurance,133,MNFC
3690853209,0,401(k),133,MGMT
3690853209,0,401(k),133,MNFC
3690853209,0,Paid maternity leave,133,MGMT
3690853209,0,Paid maternity leave,133,MNFC
3690859113,0,Medical insurance,124,MRKT
3690859113,0,Medical insurance,124,ADVR
3690859113,0,Medical insurance,124,STRA
3690859113,0,Medical insurance,14,MRKT
3690859113,0,Medical insurance,14,ADVR
3690859113,0,Medical insurance,14,STRA
3690859113,0,Vision insurance,124,MRKT
3690859113,0,Vision insurance,124,ADVR
3690859113,0,Vision insurance,124,STRA
3690859113,0,Vision insurance,14,MRKT
3690859113,0,Vision insurance,14,ADVR
3690859113,0,Vision insurance,14,STRA
3690859113,0,Dental insurance,124,MRKT
3690859113,0,Dental insurance,124,ADVR
3690859113,0,Dental insurance,124,STRA
3690859113,0,Dental insurance,14,MRKT
3690859113,0,Dental insurance,14,ADVR
3690859113,0,Dental insurance,14,STRA
3690859113,0,401(k),124,MRKT
3690859113,0,401(k),124,ADVR
3690859113,0,401(k),124,STRA
3690859113,0,401(k),14,MRKT
3690859113,0,401(k),14,ADVR
3690859113,0,401(k),14,STRA
3690860158,0,401(k),96,IT
3690868934,1,Medical insurance,12,MGMT
3690868934,1,Medical insurance,12,MNFC
3690868934,1,Dental insurance,12,MGMT
3690868934,1,Dental insurance,12,MNFC
3690868934,1,Vision insurance,12,MGMT
3690868934,1,Vision insurance,12,MNFC
3690868934,1,401(k),12,MGMT
3690868934,1,401(k),12,MNFC
3690868934,1,Paid maternity leave,12,MGMT
3690868934,1,Paid maternity leave,12,MNFC
3690868934,1,Paid paternity leave,12,MGMT
3690868934,1,Paid paternity leave,12,MNFC
3690868934,1,Commuter benefits,12,MGMT
3690868934,1,Commuter benefits,12,MNFC
3690869468,0,Medical insurance,48,MGMT
3690869468,0,Medical insurance,48,MNFC
3690869468,0,Vision insurance,48,MGMT
3690869468,0,Vision insurance,48,MNFC
3690869468,0,Dental insurance,48,MGMT
3690869468,0,Dental insurance,48,MNFC
3690869468,0,401(k),48,MGMT
3690869468,0,401(k),48,MNFC
3690869468,0,Paid maternity leave,48,MGMT
3690869468,0,Paid maternity leave,48,MNFC
3690869468,0,Paid paternity leave,48,MGMT
3690869468,0,Paid paternity leave,48,MNFC
3690869468,0,Disability insurance,48,MGMT
3690869468,0,Disability insurance,48,MNFC
3690870151,0,Medical insurance,44,MGMT
3690870151,0,Medical insurance,44,MNFC
3690870151,0,Dental insurance,44,MGMT
3690870151,0,Dental insurance,44,MNFC
3690870151,0,Vision insurance,44,MGMT
3690870151,0,Vision insurance,44,MNFC
3690870151,0,401(k),44,MGMT
3690870151,0,401(k),44,MNFC
3690870497,0,Medical insurance,104,HCPR
3690870497,0,Vision insurance,104,HCPR
3690870497,0,Dental insurance,104,HCPR
3690870497,0,401(k),104,HCPR
3690870497,0,Tuition assistance,104,HCPR
3690870497,0,Disability insurance,104,HCPR
3690876465,1,401(k),31,MGMT
3690876465,1,401(k),31,ACCT
3690876465,1,401(k),31,FIN
3692338006,0,Medical insurance,50,PRJM
3692338006,0,401(k),50,PRJM
3692362958,0,Medical insurance,4,CUST
3692362958,0,Medical insurance,4,GENB
3692362958,0,Medical insurance,4,OTHR
3692362958,0,Medical insurance,33,CUST
3692362958,0,Medical insurance,33,GENB
3692362958,0,Medical insurance,33,OTHR
3692362958,0,Medical insurance,28,CUST
3692362958,0,Medical insurance,28,GENB
3692362958,0,Medical insurance,28,OTHR
3692362958,0,Vision insurance,4,CUST
3692362958,0,Vision insurance,4,GENB
3692362958,0,Vision insurance,4,OTHR
3692362958,0,Vision insurance,33,CUST
3692362958,0,Vision insurance,33,GENB
3692362958,0,Vision insurance,33,OTHR
3692362958,0,Vision insurance,28,CUST
3692362958,0,Vision insurance,28,GENB
3692362958,0,Vision insurance,28,OTHR
3692362958,0,Dental insurance,4,CUST
3692362958,0,Dental insurance,4,GENB
3692362958,0,Dental insurance,4,OTHR
3692362958,0,Dental insurance,33,CUST
3692362958,0,Dental insurance,33,GENB
3692362958,0,Dental insurance,33,OTHR
3692362958,0,Dental insurance,28,CUST
3692362958,0,Dental insurance,28,GENB
3692362958,0,Dental insurance,28,OTHR
3692362958,0,401(k),4,CUST
3692362958,0,401(k),4,GENB
3692362958,0,401(k),4,OTHR
3692362958,0,401(k),33,CUST
3692362958,0,401(k),33,GENB
3692362958,0,401(k),33,OTHR
3692362958,0,401(k),28,CUST
3692362958,0,401(k),28,GENB
3692362958,0,401(k),28,OTHR
3696987686,1,401(k),27,MGMT
3696987686,1,401(k),27,MNFC
3696990991,1,401(k),27,SALE
3696990991,1,401(k),27,BD
3696990992,1,401(k),27,SALE
3696990992,1,401(k),27,BD
3696990993,1,401(k),27,SALE
3696990993,1,401(k),27,BD
3696993074,1,401(k),27,MGMT
3696993074,1,401(k),27,MNFC
3696993898,1,401(k),27,OTHR
3696993899,1,401(k),27,OTHR
3696994820,1,401(k),27,OTHR
3696994822,1,401(k),27,SALE
3696994822,1,401(k),27,BD
3696994827,1,401(k),27,MGMT
3696994827,1,401(k),27,MNFC
3696994828,1,401(k),27,MGMT
3696994828,1,401(k),27,MNFC
3696994861,1,401(k),27,SALE
3696994861,1,401(k),27,BD
3696995419,1,401(k),27,OTHR
3696995462,1,401(k),27,OTHR
3696995466,1,401(k),27,SALE
3696995466,1,401(k),27,BD
3696995467,1,401(k),27,OTHR
3696995468,1,401(k),27,OTHR
3696996123,1,401(k),27,OTHR
3696997068,1,401(k),27,OTHR
3696997069,1,401(k),27,SALE
3696997069,1,401(k),27,BD
3696997071,1,401(k),27,SALE
3696997071,1,401(k),27,BD
3696998251,1,Disability insurance,70,RSCH
3696998251,1,Disability insurance,70,ANLS
3696998251,1,Disability insurance,70,IT
3696998251,1,401(k),70,RSCH
3696998251,1,401(k),70,ANLS
3696998251,1,401(k),70,IT
3700191806,1,Disability insurance,14,MRKT
3700191806,1,Disability insurance,14,PR
3700191806,1,Disability insurance,14,WRT
3700191806,1,401(k),14,MRKT
3700191806,1,401(k),14,PR
3700191806,1,401(k),14,WRT
3700194711,0,Medical insurance,14,FIN
3700194711,0,Medical insurance,14,SALE
3700194711,0,Vision insurance,14,FIN
3700194711,0,Vision insurance,14,SALE
3700194711,0,Dental insurance,14,FIN
3700194711,0,Dental insurance,14,SALE
3700194711,0,401(k),14,FIN
3700194711,0,401(k),14,SALE
3700194711,0,Disability insurance,14,FIN
3700194711,0,Disability insurance,14,SALE
3700345653,1,401(k),50,DSGN
3700345653,1,401(k),50,ART
3700345653,1,401(k),50,IT
3700345653,1,Dental insurance,50,DSGN
3700345653,1,Dental insurance,50,ART
3700345653,1,Dental insurance,50,IT
3700345653,1,Medical insurance,50,DSGN
3700345653,1,Medical insurance,50,ART
3700345653,1,Medical insurance,50,IT
3700345653,1,Vision insurance,50,DSGN
3700345653,1,Vision insurance,50,ART
3700345653,1,Vision insurance,50,IT
3700347882,0,Medical insurance,146,CUST
3700347882,0,Medical insurance,146,PRJM
3700347882,0,Medical insurance,146,MGMT
3700347882,0,Vision insurance,146,CUST
3700347882,0,Vision insurance,146,PRJM
3700347882,0,Vision insurance,146,MGMT
3700347882,0,Dental insurance,146,CUST
3700347882,0,Dental insurance,146,PRJM
3700347882,0,Dental insurance,146,MGMT
3700347882,0,401(k),146,CUST
3700347882,0,401(k),146,PRJM
3700347882,0,401(k),146,MGMT
3700348353,0,Medical insurance,96,RSCH
3700348353,0,Medical insurance,96,ANLS
3700348353,0,Medical insurance,96,IT
3700348353,0,Vision insurance,96,RSCH
3700348353,0,Vision insurance,96,ANLS
3700348353,0,Vision insurance,96,IT
3700348353,0,Dental insurance,96,RSCH
3700348353,0,Dental insurance,96,ANLS
3700348353,0,Dental insurance,96,IT
3700348353,0,401(k),96,RSCH
3700348353,0,401(k),96,ANLS
3700348353,0,401(k),96,IT
3700348353,0,Paid maternity leave,96,RSCH
3700348353,0,Paid maternity leave,96,ANLS
3700348353,0,Paid maternity leave,96,IT
3700359414,0,Medical insurance,124,OTHR
3700359414,0,Vision insurance,124,OTHR
3700359414,0,Dental insurance,124,OTHR
3700359414,0,401(k),124,OTHR
3700362103,0,Medical insurance,34,IT
3700362103,0,Vision insurance,34,IT
3700362103,0,Dental insurance,34,IT
3700362103,0,Commuter benefits,34,IT
3700368597,0,Medical insurance,44,ACCT
3700368597,0,Medical insurance,44,FIN
3700368597,0,Vision insurance,44,ACCT
3700368597,0,Vision insurance,44,FIN
3700368597,0,Dental insurance,44,ACCT
3700368597,0,Dental insurance,44,FIN
3700368597,0,401(k),44,ACCT
3700368597,0,401(k),44,FIN
3700368597,0,Disability insurance,44,ACCT
3700368597,0,Disability insurance,44,FIN
3700370547,0,Medical insurance,50,DSGN
3700370547,0,Medical insurance,50,ART
3700370547,0,Medical insurance,50,IT
3700370547,0,Vision insurance,50,DSGN
3700370547,0,Vision insurance,50,ART
3700370547,0,Vision insurance,50,IT
3700370547,0,Dental insurance,50,DSGN
3700370547,0,Dental insurance,50,ART
3700370547,0,Dental insurance,50,IT
3700370547,0,401(k),50,DSGN
3700370547,0,401(k),50,ART
3700370547,0,401(k),50,IT
3700377536,0,Medical insurance,133,PRCH
3700377536,0,Medical insurance,133,SUPL
3700377536,0,Vision insurance,133,PRCH
3700377536,0,Vision insurance,133,SUPL
3700377536,0,Dental insurance,133,PRCH
3700377536,0,Dental insurance,133,SUPL
3700377536,0,401(k),133,PRCH
3700377536,0,401(k),133,SUPL
3700382987,0,Medical insurance,67,EDU
3700382987,0,Medical insurance,67,TRNG
3700382987,0,Vision insurance,67,EDU
3700382987,0,Vision insurance,67,TRNG
3700382987,0,Dental insurance,67,EDU
3700382987,0,Dental insurance,67,TRNG
3700382987,0,401(k),67,EDU
3700382987,0,401(k),67,TRNG
3700388143,0,Medical insurance,14,ACCT
3700388143,0,Medical insurance,14,FIN
